-21004,28,5,221
2728,32,6,220
2672,33,9,219
2656,32,7,222
2668,32,2,226
2664,30,2,224
2656,26,6,220
2672,31,9,219
2660,28,13,214
2712,30,8,214
2664,30,7,220
2660,31,4,220
2668,27,6,215
2664,28,8,222
2660,32,8,222
2668,30,5,222
2660,28,8,217
2664,30,3,224
2664,32,4,223
2656,31,1,224
2656,28,9,219
2652,28,7,226
2664,30,4,218
2660,26,-1,220
2668,26,1,227
2656,30,2,219
2652,27,4,219
2664,28,6,216
2664,30,2,218
2660,30,5,222
2664,31,3,219
2656,31,3,221
2664,35,2,220
2668,30,2,222
2656,31,1,218
2656,30,5,225
2660,25,5,225
2660,24,6,217
2668,29,4,228
2656,32,4,217
2664,30,7,220
2656,30,6,222
2664,29,8,221
2668,29,10,221
2708,28,9,213
2672,30,8,221
2652,32,9,213
2664,28,4,221
2656,25,11,213
2708,37,8,225
2672,28,8,225
2656,32,15,215
2708,30,10,219
2712,30,9,220
2660,32,8,221
2668,30,5,224
2668,32,6,219
2664,30,9,222
2672,31,4,227
2656,26,5,223
2664,27,6,220
2668,27,4,228
2660,33,6,220
2672,37,10,214
2720,28,6,227
2660,29,5,219
2668,27,12,215
2704,24,13,219
2716,26,10,221
2712,29,9,218
2656,27,8,222
2676,28,9,217
2656,31,8,218
2656,32,5,229
2664,29,8,219
2656,37,8,219
2668,33,6,224
2656,31,5,224
2660,34,6,223
2660,31,6,220
2660,30,8,221
2664,28,5,220
2664,31,7,218
2660,29,6,218
2660,28,6,221
2652,30,4,218
2676,30,5,223
2656,30,5,217
2652,23,8,221
2664,31,15,217
2704,27,13,216
2712,28,11,216
2712,31,3,228
2656,30,7,218
2672,32,5,221
2660,30,8,222
2656,33,7,219
2660,31,6,221
2652,29,8,221
2672,28,11,215
2712,34,8,216
2656,33,12,214
2712,31,3,228
2660,24,8,218
2664,28,12,221
2724,34,10,214
2708,29,7,225
2668,31,7,219
2664,30,9,219
2656,29,9,217
2660,30,9,221
2652,29,5,221
2664,31,7,217
2664,29,4,223
2656,30,5,226
2664,37,5,224
2652,26,4,221
2664,36,0,220
2664,27,11,228
2704,30,5,218
2668,29,10,218
2704,30,4,220
2668,29,7,221
2660,29,4,220
2656,26,3,221
2672,24,4,226
2656,26,5,223
2656,26,5,223
2668,29,5,218
2656,34,-2,227
2684,31,1,229
2664,25,1,225
2656,27,3,224
2668,31,2,219
2660,32,-3,221
2684,29,0,220
2660,30,-1,227
2664,27,0,227
2668,28,6,220
2652,31,2,225
2668,27,-1,227
2676,26,1,225
2656,27,1,225
2664,29,-1,227
2660,33,-5,229
2676,30,4,211
2664,34,6,225
2656,26,5,215
2656,28,5,226
2660,29,5,221
2664,27,5,219
2656,28,5,223
2652,28,8,219
2664,28,8,218
2660,30,5,225
2660,27,6,219
2664,30,11,224
2708,27,11,222
2720,30,12,222
2720,26,9,224
2656,32,7,217
2664,28,9,222
2652,32,10,217
2716,32,10,217
2720,30,14,217
2704,31,17,218
2720,33,15,216
2712,33,12,218
2712,35,13,216
2724,28,7,215
2664,38,6,221
2652,31,6,230
2664,30,3,217
2656,31,0,222
2664,30,1,225
2664,30,2,221
2656,31,1,221
2664,30,2,224
2656,30,-1,226
2672,28,-2,224
2676,29,4,221
2664,24,0,226
2668,24,4,222
2656,30,2,222
2668,25,-6,215
2680,27,0,227
2660,19,-2,220
2680,28,2,216
2656,23,6,221
2660,25,2,220
2664,27,3,222
2660,29,2,225
2672,26,1,219
2656,27,5,226
2660,25,4,224
2664,29,7,222
2652,23,9,219
2672,20,10,222
2716,21,4,224
2652,28,4,218
2676,30,6,218
2656,21,8,216
2668,24,2,217
2664,23,3,219
2656,25,2,216
2668,26,4,222
2664,27,4,222
2664,28,5,220
2660,27,2,227
2652,26,4,223
2664,27,5,224
2656,24,4,222
2656,27,4,219
2664,30,5,215
2656,31,5,214
2668,34,-1,230
2664,32,-5,230
2676,34,0,222
2664,34,3,217
2664,31,10,217
2712,29,11,220
2716,30,10,220
2708,26,16,212
2712,32,12,221
2704,35,8,214
2664,38,12,219
2712,31,15,208
2708,31,8,218
2656,33,-1,221
2676,36,-2,228
2668,38,-3,228
2668,36,0,227
2664,35,2,225
2656,31,5,231
2664,30,4,227
2656,29,5,228
2656,31,11,214
2708,29,6,217
2664,25,7,220
2668,38,5,217
2656,31,14,218
2724,27,9,214
2668,29,8,215
2656,31,8,216
2664,32,6,218
2652,29,10,215
2720,32,8,218
2668,32,6,220
2664,29,4,224
2664,31,3,224
2656,32,4,220
2664,26,7,221
2668,26,5,212
2656,28,13,213
2720,22,4,223
2660,29,6,215
2664,28,8,217
2668,30,9,215
2656,29,6,221
2680,30,8,223
2656,30,8,221
2664,29,6,222
2660,32,11,218
2708,30,16,220
2716,33,14,213
2712,30,10,216
2708,37,6,217
2672,34,12,216
2716,33,8,215
2656,32,5,217
2664,31,3,217
2656,32,4,222
2668,31,2,217
2668,31,4,214
2652,35,1,223
2664,32,-1,221
2664,31,2,221
2660,33,6,220
2668,40,-2,228
2672,31,-8,237
2668,33,-1,225
2668,29,-6,233
2672,35,-5,223
2684,30,-1,225
2668,31,-4,224
2684,26,-1,223
2680,26,1,226
2656,25,0,228
2668,28,0,227
2660,30,2,222
2668,29,4,221
2660,26,4,223
2656,31,4,219
2664,34,11,214
2712,22,2,226
2664,24,5,217
2656,28,4,221
2652,28,5,219
2664,28,3,221
2656,29,6,219
2664,31,-2,226
2672,31,1,226
2660,28,-1,223
2672,30,-1,225
2672,26,-2,233
2668,30,-4,228
2680,29,-4,227
2668,26,2,225
2672,28,6,220
2660,26,0,226
2664,31,0,220
2668,30,-1,221
2672,26,4,224
2672,26,4,219
2668,28,5,221
2660,27,4,220
2660,25,3,221
2652,24,4,219
2664,29,5,219
2664,34,7,218
2656,25,6,224
2664,29,7,222
2656,24,2,224
2668,26,5,230
2656,26,5,231
2660,28,3,229
2660,29,1,226
2660,29,-1,228
2676,26,1,224
2668,26,-1,221
2664,25,1,214
2660,22,2,222
2656,24,2,217
2664,16,6,215
2664,24,5,219
2660,33,-1,225
2672,23,-2,230
2668,25,2,225
2664,24,8,220
2664,25,3,227
2656,24,5,225
2668,22,4,221
2656,21,10,216
2716,26,6,221
2660,26,11,215
2712,20,12,223
2720,27,14,217
2716,26,3,214
2652,22,6,219
2664,19,9,214
2660,28,18,202
2712,25,15,216
2720,26,15,216
2712,29,12,213
2708,28,8,214
2672,26,7,210
2656,26,9,207
2672,30,0,218
2656,30,2,223
2660,32,9,219
2664,33,4,225
2652,29,9,220
2668,23,8,222
2656,27,15,217
2716,32,8,224
2664,28,7,222
2656,27,7,218
2668,26,6,216
2668,28,3,221
2656,26,3,223
2668,26,4,227
2656,22,5,224
2672,27,7,216
2660,34,-1,226
2664,34,5,226
2656,32,5,227
2664,30,1,211
2664,28,-6,226
2676,31,-3,224
2676,29,-1,224
2672,30,0,222
2656,28,0,222
2668,26,-1,222
2680,30,0,217
2656,29,5,215
2668,29,2,218
2656,30,5,224
2664,28,3,225
2660,29,7,212
2652,30,5,217
2668,39,5,228
2660,32,6,218
2656,38,5,218
2664,35,3,216
2656,37,2,219
2672,33,1,223
2656,37,1,221
2664,36,2,216
2664,30,1,212
2656,34,0,223
2668,35,7,212
2660,39,-1,217
2672,38,-3,221
2672,33,3,219
2660,21,-6,223
2676,30,1,219
2668,27,-3,223
2664,29,-5,227
2676,28,-5,223
2668,26,-7,226
2672,29,-5,225
2672,32,-9,225
2672,26,-4,222
2668,29,-8,222
2672,25,-1,215
2672,27,0,218
2656,32,1,226
2652,26,-4,225
2684,22,-3,231
2664,27,-2,226
2672,25,-3,226
2676,26,0,225
2656,28,2,221
2672,28,1,224
2656,25,1,223
2652,27,5,219
2664,28,2,229
2652,28,11,222
2724,27,11,224
2716,26,16,225
2708,30,11,217
2720,23,4,222
2664,25,9,221
2660,21,12,214
2720,22,15,214
2708,20,13,214
2716,22,15,212
2712,23,12,215
2716,25,11,214
2716,27,9,214
2660,22,5,220
2652,24,9,227
2668,25,7,218
2652,32,5,226
2672,38,-3,228
2672,28,4,233
2656,28,5,224
2676,28,2,225
2664,26,0,224
2656,28,2,219
2664,24,2,219
2656,26,3,218
2672,24,7,217
2668,29,5,213
2656,22,7,218
2664,18,2,223
2652,24,9,221
2668,25,12,221
2712,25,4,226
2656,22,2,224
2664,26,0,220
2656,27,1,222
2660,27,1,226
2664,26,-1,223
2664,30,-2,222
2676,25,-1,225
2672,30,-1,226
2676,24,-2,230
2680,26,-8,223
2672,29,2,209
2676,34,-1,226
2680,35,5,224
2660,24,4,217
2664,24,5,216
2656,23,3,218
2672,26,3,223
2660,23,4,221
2652,24,5,221
2668,25,8,218
2656,29,10,215
2716,29,10,218
2720,32,5,220
2660,33,0,220
2680,25,7,222
2656,30,5,219
2660,26,7,218
2664,30,14,217
2708,29,12,220
2724,29,9,219
2664,28,12,217
2708,28,9,219
2668,30,9,217
2660,29,8,212
2656,29,7,219
2668,31,8,218
2656,31,4,225
2672,33,5,220
2656,36,1,231
2664,29,5,228
2664,30,2,223
2656,31,-2,225
2684,29,1,224
2652,26,1,220
2668,27,0,221
2668,25,-1,224
2668,28,0,222
2672,32,1,222
2656,30,2,221
2656,32,4,217
2664,24,4,220
2656,27,4,217
2672,31,-3,217
2672,28,6,221
2660,28,3,220
2668,30,9,212
2656,28,6,221
2668,29,4,221
2664,29,2,217
2660,30,2,219
2668,25,1,220
2656,28,1,218
2664,29,0,221
2664,27,-6,230
2664,23,-1,228
2676,25,2,210
2656,31,4,223
2664,27,2,213
2668,30,-5,222
2664,27,5,214
2664,25,2,217
2660,27,2,219
2656,25,1,221
2664,23,3,219
2660,23,5,216
2668,28,2,218
2656,26,4,226
2664,30,-2,228
2668,31,4,218
2660,37,7,219
2656,28,0,221
2656,23,1,230
2668,20,1,234
2676,23,2,225
2660,26,2,221
2672,24,1,222
2660,28,2,220
2656,27,2,224
2664,26,0,225
2652,24,4,224
2668,27,2,222
2652,26,-1,220
2672,25,3,218
2664,32,-1,233
2668,28,-2,227
2672,27,1,224
2672,25,1,221
2664,33,3,217
2668,28,4,217
2652,26,6,221
2668,29,5,218
2656,27,5,221
2656,25,6,222
2664,24,6,221
2656,27,9,218
2668,23,9,216
2664,27,11,214
2704,35,5,217
2668,26,7,215
2656,24,10,218
2712,22,8,221
2676,23,3,227
2656,24,7,219
2672,26,4,220
2660,24,6,222
2660,28,6,219
2668,26,6,219
2656,27,6,218
2676,26,6,221
2660,25,3,219
2656,25,5,220
2664,19,8,219
2656,22,6,210
2668,23,-1,224
2672,20,3,225
2656,29,4,224
2668,27,8,218
2656,27,4,221
2672,28,2,218
2664,24,1,214
2664,24,0,221
2668,23,4,222
2660,23,0,223
2668,24,5,222
2664,24,0,225
2656,22,-3,229
2676,35,-6,234
2664,24,4,228
2664,28,4,221
2656,25,1,224
2652,32,4,219
2664,25,5,220
2660,27,3,222
2656,24,2,219
2668,27,2,216
2656,26,-2,220
2672,29,0,217
2660,28,-1,228
2668,32,-1,228
2672,28,4,224
2660,31,8,220
2668,26,6,221
2656,29,-7,228
2680,30,4,217
2672,30,3,218
2664,30,2,220
2676,27,1,217
2664,26,3,220
2664,29,1,221
2668,30,2,221
2656,29,2,224
2676,27,3,223
2656,28,4,220
2664,32,1,218
2668,30,3,220
2656,30,1,222
2672,32,5,219
2668,28,8,215
2656,33,4,220
2664,29,5,219
2656,29,6,215
2672,29,5,220
2664,27,2,223
2656,26,3,222
2668,24,2,224
2656,25,4,223
2672,29,0,220
2664,28,4,218
2656,27,5,219
2668,21,3,220
2652,31,4,219
2668,31,-2,220
2676,27,2,219
2656,27,3,221
2668,29,0,222
2656,29,0,222
2664,28,0,222
2660,24,1,221
2652,24,2,218
2668,27,-2,224
2664,24,-3,225
2676,27,5,231
2656,27,1,219
2656,20,1,224
2664,18,16,219
2704,26,3,219
2664,25,5,224
2664,26,5,222
2656,23,5,221
2668,28,4,217
2652,26,3,221
2664,27,5,216
2668,25,3,220
2652,32,0,219
2672,23,4,219
2656,26,8,210
2664,27,16,211
2712,26,10,220
2712,24,4,223
2668,33,6,217
2664,33,6,221
2656,30,5,221
2660,27,8,222
2652,28,6,225
2664,28,10,222
2712,27,9,220
2656,28,8,220
2672,28,5,224
2664,26,11,218
2712,28,5,218
2664,25,10,215
2704,29,14,221
2716,29,6,211
2668,29,5,227
2656,25,4,220
2664,28,6,220
2656,31,6,220
2668,30,4,223
2672,27,3,221
2656,27,1,222
2672,31,-6,225
2664,28,-3,229
2672,28,-3,229
2676,20,3,220
2656,25,3,215
2672,22,1,229
2664,21,3,222
2652,28,-3,226
2676,28,0,223
2652,25,1,224
2664,25,0,225
